date,時,気圧(hPa),気圧(hPa).1,降水量 (mm),気温 (℃),露点 温度 (℃),蒸気圧 (hPa),湿度 (％),風向・風速(m/s),風向・風速(m/s).1,日照 時間 (h),全天 日射量 (MJ/㎡),雪(cm),雪(cm).1,天気,雲量,視程 (km)
2019-12-19,時,現地,海面,降水量 (mm),気温 (℃),露点 温度 (℃),蒸気圧 (hPa),湿度 (％),風速,風向,日照 時間 (h),全天 日射量 (MJ/㎡),降雪,積雪,天気,雲量,視程 (km)
2019-12-19,1,1015.1,1018.4,--,-1.8,-9.4,3.0,56,3.0,西北西,,,--,--,,,
2019-12-19,2,1015.8,1019.1,--,-1.9,-9.3,3.0,57,2.0,西南西,,,--,--,,,
2019-12-19,3,1015.9,1019.3,--,-2.2,-9.1,3.1,59,2.3,西,,,--,--,,2,20.0
2019-12-19,4,1016.3,1019.7,--,-2.8,-8.6,3.2,64,0.7,西北西,,,--,--,,,
2019-12-19,5,1016.5,1019.9,--,-2.6,-11.6,2.5,50,2.6,西北西,,,--,--,,,
2019-12-19,6,1016.8,1020.2,--,-3.3,-10.6,2.7,57,1.6,西北西,,,--,--,,2,20.0
2019-12-19,7,1017.2,1020.6,--,-3.5,-10.1,2.8,60,0.9,南,,0.00,--,--,,,
2019-12-19,8,1017.3,1020.7,--,-3.4,-9.6,2.9,62,0.8,北,0.4,0.13,--,--,,,
2019-12-19,9,1017.7,1021.1,--,-2.5,-9.8,2.9,57,0.3,南,0.6,0.44,--,--,,8,20.0
2019-12-19,10,×,×,--,×,×,×,×,×,×,×,×,--,--,,,
2019-12-19,11,×,×,--,×,×,×,×,×,×,×,×,--,--,,,
2019-12-19,12,1016.1,1019.4,0.0,-1.0,-9.1,3.1,54,0.9,北東,0.3 ],0.68 ],--,--,,10-,12.0
2019-12-19,13,1015.6,1018.9,--,-0.8,-8.7,3.2,55,2.3,北北西,0.2,0.61,--,--,,,
2019-12-19,14,1015.5,1018.8,0.0,-0.4,-8.8,3.1,53,1.0,東北東,0.5,0.83,--,--,,,
2019-12-19,15,1015.6,1018.9,--,-0.7,-8.8,3.1,54,1.0,北西,0.5,0.51,--,--,,9,15.0
2019-12-19,16,1015.9,1019.2,--,-0.6,-9.0,3.1,53,1.7,西,0.0,0.10,--,--,,,
2019-12-19,17,1016.1,1019.4,0.0,-1.6,-5.8,4.0,73,2.5,北北西,,0.00,--,--,,,
2019-12-19,18,1016.0,1019.3,0.0,-1.5,-6.1,3.9,71,1.7,北,,,--,--,,10-,20.0
2019-12-19,19,1016.3,1019.6,--,-1.6,-6.5,3.8,69,1.4,北北西,,,--,--,,,
2019-12-19,20,1016.3,1019.7,0.0,-1.9,-5.9,3.9,74,1.0,北,,,--,--,,,
2019-12-19,21,1016.1,1019.4,0.0,-1.7,-6.2,3.8,71,1.7,北北西,,,--,--,,10-,15.0
2019-12-19,22,1016.1,1019.5,0.0,-2.2,-6.0,3.9,75,0.6,西南西,,,--,--,,,
2019-12-19,23,1015.0,1018.3,--,-2.1,-7.2,3.6,68,1.4,東,,,--,--,,,
2019-12-19,24,1014.4,1017.7,--,-2.0,-8.1,3.3,63,0.7,南南東,,,--,--,,,
